,ACTION,ADVENTURE,ANIMATION,CHILDREN,COMEDY,CRIME,DOCUMENTRY,DRAMA,FANTASY,FILM NOIR,HORROR,MUSICAL,MYSTERY,ROMANCE,SCIFI,THIRILLER,WAR,WESTERN,genre
268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,DRAMA|SCIFI|THIRILLER
270,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,ACTION|ADVENTURE|SCIFI|WAR
271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
272,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|CRIME|THIRILLER
273,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
274,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
277,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
279,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
283,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
285,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,DRAMA|ROMANCE|WAR
286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HORROR|THIRILLER
288,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DRAMA|MUSICAL
289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
292,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CRIME|DRAMA
293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ACTION|SCIFI|THIRILLER
298,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CRIME|DRAMA|FILM NOIR
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
301,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,CRIME|FILM NOIR|MYSTERY|THIRILLER
302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
305,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
306,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,CRIME|HORROR|MYSTERY|THIRILLER
307,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA|FANTASY
308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRIME
309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
310,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,DRAMA|ROMANCE|THIRILLER
311,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,COMEDY|CRIME|DRAMA|MYSTERY
312,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,ACTION|DRAMA|ROMANCE
313,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|CHILDREN
314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
315,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
318,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,COMEDY|MUSICAL|ROMANCE
319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MYSTERY
324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
325,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ACTION|DRAMA|WAR
326,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CRIME|DRAMA|MYSTERY
327,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,ACTION|MYSTERY|ROMANCE|THIRILLER
328,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,CRIME|DRAMA|THIRILLER
329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ADVENTURE|THIRILLER
331,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,CRIME|DRAMA|THIRILLER
332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
333,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ACTION|CRIME|MYSTERY
334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CRIME|THIRILLER
336,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,COMEDY|DRAMA|THIRILLER
337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
338,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|DRAMA
339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
341,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,COMEDY|MYSTERY
342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ACTION|HORROR|SCIFI
343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
344,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
345,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CRIME|DRAMA
346,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
347,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,CRIME|DRAMA|THIRILLER
348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
349,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ACTION|MYSTERY|THIRILLER
350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
351,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,COMEDY|MUSICAL
352,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ACTION|HORROR|SCIFI
353,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ADVENTURE|SCIFI|THIRILLER
355,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,DRAMA|MYSTERY|THIRILLER
356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ACTION|ADVENTURE|SCIFI|THIRILLER
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THIRILLER
359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CRIME|THIRILLER
361,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,ACTION|COMEDY|MUSICAL
362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
370,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|SCIFI
373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|CHILDREN
374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
376,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
379,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|SCIFI
380,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
381,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
384,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,ACTION|ADVENTURE|COMEDY|ROMANCE
385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
387,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|COMEDY
388,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
390,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|COMEDY
391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
393,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,COMEDY|MYSTERY|ROMANCE
394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
395,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,COMEDY|CRIME|HORROR
396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
397,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|CHILDREN|SCIFI
398,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE|COMEDY
399,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
401,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,COMEDY|ROMANCE|THIRILLER
402,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE|CRIME|DRAMA
403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANIMATION|CHILDREN
404,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ACTION|ADVENTURE|MYSTERY
405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HORROR|THIRILLER
406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
407,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ANIMATION|COMEDY|THIRILLER
408,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
410,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,COMEDY|FANTASY|ROMANCE|SCIFI
411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
414,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CHILDREN|COMEDY|WESTERN
415,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA
416,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA
417,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
418,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CHILDREN|COMEDY|MUSICAL
419,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
420,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
421,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ANIMATION|CHILDREN|COMEDY
422,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,CHILDREN|DRAMA|FANTASY|SCIFI
423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
425,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,ACTION|ANIMATION|CHILDREN|SCIFI|THIRILLER|WAR
426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,DRAMA|SCIFI
429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,COMEDY|WAR
430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
431,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SCIFI
434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ACTION|COMEDY|WESTERN
435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,HORROR|SCIFI
444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
448,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|SCIFI
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|SCIFI
450,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,COMEDY|MUSICAL|ROMANCE
451,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ACTION|HORROR
452,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ACTION|HORROR
453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|COMEDY
456,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN|DRAMA
457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
461,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE
463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
464,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ADVENTURE|CHILDREN|ROMANCE
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THIRILLER
466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
471,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE|FANTASY
472,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SCIFI|WAR
474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
477,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,COMEDY|THIRILLER
480,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
481,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY|CRIME
482,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,DRAMA|ROMANCE|WAR
483,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,FILM NOIR|MYSTERY
484,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MUSICAL|ROMANCE
485,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FILM NOIR
488,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,FILM NOIR|ROMANCE|THIRILLER
489,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,COMEDY|ROMANCE|THIRILLER
490,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MYSTERY
493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
494,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|COMEDY
495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
497,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,ACTION|ADVENTURE|ROMANCE|WAR
498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
499,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
500,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,COMEDY|WAR
502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
503,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CRIME|DRAMA
504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
509,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,ACTION|DRAMA|WESTERN
510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ADVENTURE|WAR
511,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
513,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
514,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ACTION|DRAMA|WAR
515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
516,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE
519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ADVENTURE|WAR
520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
521,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
522,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
524,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,FILM NOIR|MYSTERY
525,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE|DRAMA
526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE
530,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ROMANCE
532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MYSTERY
533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
534,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
537,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
538,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
541,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ANIMATION|CHILDREN|MUSICAL|ROMANCE
542,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DRAMA|MUSICAL
543,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,CRIME|DRAMA|ROMANCE
544,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRIME
